search URL:,https://patents.google.com/?q=AR&country=KR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20040010548-A,Novel Compounds ,스미스클라인 비참 코포레이션,"제리 엘. 아담스, 제프레이 씨. 보엠, 랄프 홀, 퀴 진, 지리 카스파렉, 도밍고스 제이. 실바, 존 제이. 타가르트",2000-10-23,2001-10-23,2004-01-31,,https://patents.google.com/patent/KR20040010548A/en,
KR-20040101400-A,Gas driven planetary rotation apparatus and methods for forming silicon carbide layers ,크리 인코포레이티드,"페이즐리마이클제임스, 수마케리스조셉존",2002-04-08,2003-02-04,2004-12-02,,https://patents.google.com/patent/KR20040101400A/en,
KR-100334949-B1,동적변형 특성이 우수한 듀얼 페이즈형 고강도 강판 및 그 제조방법 ,"아사무라 타카싯, 신닛뽄세이테쯔 카부시키카이샤","우에니시아끼히로, 다까하시마나부, 구리야마유끼히사, 사꾸마야수하루, 가와노오사무, 와끼따주니찌, 마부찌히데사또",1997-03-17,1998-03-16,2002-05-04,2002-05-04,https://patents.google.com/patent/KR100334949B1/ko,
KR-100818857-B1,프레넬 광학 소자 및 투사형 표시 장치 ,미쓰비시덴키 가부시키가이샤,"고헤이 데라모토, 히로시 스즈키, 신스케 시카마, 다카오 엔도",2003-12-17,2004-10-04,2008-04-02,2008-04-02,https://patents.google.com/patent/KR100818857B1/ko,https://patentimages.storage.googleapis.com/de/f8/23/1ac539c9b75966/112006041884117-pct00005.png
KR-20070106763-A,"Homeotropically oriented liquid-crystal film, optical film comprising the same, and image display ",니폰 오일 코포레이션 (신 니혼 세키유 가부시키 가이샤),"히토시 마자키, 다쿠야 마츠모토, 아키오 무토우, 다카시 세키, 데츠야 우에사카",2005-02-08,2006-01-25,2007-11-05,,https://patents.google.com/patent/KR20070106763A/en,https://patentimages.storage.googleapis.com/6a/f3/2c/a21cf9bf85e6cd/112007065243416-PCT00012.png
KR-20120057622-A,Method for fabricating copper-containing ternary and quaternary chalcogenide thin films ,이사이아 오 올라데지,이사이아 오 올라데지,2009-07-30,2010-07-27,2012-06-05,,https://patents.google.com/patent/KR20120057622A/en,https://patentimages.storage.googleapis.com/25/40/28/ae4db49eaa53b5/pct00001.png
KR-101321762-B1,"반도체 장치의 제조 방법, 기판 처리 방법, 기판 처리 장치 및 컴퓨터 판독 가능한 기록 매체 ",가부시키가이샤 히다치 고쿠사이 덴키,"요스케 오타, 요시로 히로세, 아츠시 사노, 오사무 카사하라, 카즈유키 오쿠다, 키요히코 마에다",2011-02-28,2012-02-22,2013-10-28,2013-10-28,https://patents.google.com/patent/KR101321762B1/ko,https://patentimages.storage.googleapis.com/b0/60/94/d95f49a8fa282d/112012014392589-pat00001.png
KR-20180030681-A,Design of a Sighted Fiber Scanner with Inward Orientation Angles in a Virtual / Augmented Reality System ,"매직 립, 인코포레이티드","이반 엘. 예오, 리오넬 어니스트 에드윈, 아론 마크 슐케",2015-07-20,2016-07-19,2018-03-23,,https://patents.google.com/patent/KR20180030681A/en,https://patentimages.storage.googleapis.com/b0/08/3b/e26b8c0ba4a93d/pct00001.png
KR-100854808-B1,Plasma processing apparatus and controlling method for plasma processing apparatus ,도쿄엘렉트론가부시키가이샤,신스케 오카,2006-01-18,2007-01-18,2008-08-27,2008-08-27,https://patents.google.com/patent/KR100854808B1/en,https://patentimages.storage.googleapis.com/35/81/c1/316b6be700fed4/112007005414410-pat00002.png
KR-20030057532-A,Pharmaceutically active sulfonamide derivatives bearing both lipophilic and ionisable moieties as inhibitors of protein JunKinases ,어플라이드 리서치 시스템스 에이알에스 홀딩 엔.브이.,"세르게 할라지, 데니스 쳐치, 몬트세랏트 캠프스, 진-피에르 갓텔랜드, 토마스 루에클, 마르코 비아몬테, 스테펜 알킨스톨",2000-09-27,2001-09-27,2003-07-04,,https://patents.google.com/patent/KR20030057532A/en,
KR-20080081077-A,신규한 공중합체를 포함하는 조성물 및 상기 조성물로제조된 전자 장치 ,이 아이 듀폰 디 네모아 앤드 캄파니,"노라 사비나 라두, 젠 엠. 로시, 게리 에이. 요한슨, 프레데릭 피. 젠트리",2005-12-27,2006-12-27,2008-09-05,,https://patents.google.com/patent/KR20080081077A/ko,https://patentimages.storage.googleapis.com/e3/2c/15/b46d7a46fd4621/112008053641449-PCT00023.png
KR-20090047391-A,Thienopyrimidines having mnk1/mnk2 inhibiting activity for pharmaceutical compositions ,데벨로겐 악틴게젤샤프트,"탄야 로이터, 스티븐 머핀, 바베테 아이허, 슈테판 제켈, 아른트-레네 켈터, 토마스 스티븐 콜터, 스티븐 테일러",2006-04-07,2007-04-10,2009-05-12,,https://patents.google.com/patent/KR20090047391A/en,https://patentimages.storage.googleapis.com/0d/0c/7b/d5517ef0f396b9/112008077101873-PCT00042.png
KR-100714545-B1,치료제로 유용한 티에노피리딘의 벤조융합된 헤테로아릴아마이드 유도체를 포함하는 약학 조성물 및 그의 사용방법 ,화이자 인코포레이티드,"주디트 가일 딜, 지홍 로, 윌리엄 헨리 3세 로민스, 루 조, 로버트 스티븐 카니아, 마이클 레이몬드 콜린스, 스테판 제임스 크립스, 신티아 루이스 팔머, 밍잉 히",2002-06-14,2003-06-04,2007-05-07,2007-05-07,https://patents.google.com/patent/KR100714545B1/ko,
KR-19990022574-A,이미다졸 화합물 ,"스튜어트 알. 수터, 스티븐 베네티아너, 피터 존 기딩스, 스미스클라인 비참 코포레이션","제리 리로이 아담스, 티모시 프란시스 갈라거, 조셉 시스코, 이레네그비 켈리 오시포, 제프리 챨스 보엠",1995-06-07,1996-06-07,1999-03-25,,https://patents.google.com/patent/KR19990022574A/ko,
KR-20000029723-A,"항과콜레스테롤혈증제, 항과지방단백질혈증제 및 항과혈당제인 치환된 피리딘 및 비페닐 ","조지 제이. 리코스, 바이엘 코포레이션, 볼프강 에렌스타인;크누트 샤우에르테, 바이엘 악티엔게젤샤프트","군터 슈미트, 롤프 안게르바우어, 아른트 브란데스, 마트히아스 뮬러-클리만, 힐마르 비쇼프, 델프 슈미트, 스테판 볼파일, 윌리암 알. 쇼엔, 게탄 에이치. 라도우세르, 제임스 에이치. 2세 쿡, 티머티 지. 리즈, 도날드 제이. 월라닌, 리차드 에이치. 크람스, 도날드 엘. 허트조그, 마틴 에이치 오스터하우트",1996-07-31,1997-07-29,2000-05-25,,https://patents.google.com/patent/KR20000029723A/ko,
KR-20000058145-A,리튬 2차전지와 그 제조방법 및 그 음극재 및 전기기기 ,"가나이 쓰도무, 가부시끼가이샤 히다치 세이사꾸쇼","가네다쥰야, 다케우치세이지, 와타베노리유키, 야마키다카히로, 무라나카야스시, 아오노야스히사",1999-02-23,2000-02-22,2000-09-25,,https://patents.google.com/patent/KR20000058145A/ko,
KR-927001303-A,공중합된 메틴 착색제- 폴리에스테르 컬러 농축물 ,"존 디. 후써, 이스트만 코닥 캄퍼니","제임스 존 크루택, 윌리암 화이트필드 파함, 막스 알렌 웨버, 클라렌스 앨빈 2세 코티스, 테리 안 올드필드",1990-01-08,1991-01-03,1992-08-11,,https://patents.google.com/patent/KR927001303A/ko,
KR-850000683-B1,Process for preparing(piperidinylalkyl)quinazoline derivatives ,"폴 아드리이안 쟌 쟈아센, 쟈아센 파아마슈우티카 엔. 부이","완덴벨크 잔, 에드몬드 죠세핀 케니스 루우드, 죠오제프 마리아 가자리이나 완 덴 아스 마아셀, 헨리이거스 마리아 세에테에사아 완 헐텀 알바아트",1979-01-08,1984-12-20,1985-05-14,1985-05-14,https://patents.google.com/patent/KR850000683B1/en,
KR-20110070887-A,P38 map kinase inhibitors ,레스피버트 리미티드,"윌리엄 가스 레이프포트, 피터 존 머레이, 캐서린 엘리자베스 샤론, 페터 스트롱, 스튜어트 토마스 어니온스, 조나단 가레스 윌리엄스, 가츠히로 이토, 존 킹-언더우드, 다비드 미쉘 아드리엔 태디, 사이먼 크리스토퍼 허스트",2008-10-02,2009-10-02,2011-06-24,,https://patents.google.com/patent/KR20110070887A/en,https://patentimages.storage.googleapis.com/43/c9/0a/5e02a3bb2a931a/pct00088.png
KR-101281991-B1,Semiconductor device ,가부시키가이샤 한도오따이 에네루기 켄큐쇼,"카즈오 니시, 타츠야 아라오, 아츠시 히로세, 유스케 스가와라, 나오토 쿠스모토, 다이키 야마다, 히데카즈 타카하시",2005-07-27,2006-07-20,2013-07-04,2013-07-04,https://patents.google.com/patent/KR101281991B1/en,https://patentimages.storage.googleapis.com/82/b2/91/3b79f6c518ceb2/112008014368789-pct00001.png
KR-100499598-B1,코너 큐브 어레이를 갖는 표시 장치 ,샤프 가부시키가이샤,"사와야마유따까, 미노우라기요시, 이하라이찌로, 다니구찌고지, 후지와라사유리",2001-12-26,2002-12-26,2005-07-07,2005-07-07,https://patents.google.com/patent/KR100499598B1/ko,
KR-960000372-B1,반도체장치의 제조방법 ,"아오이 죠이치, 가부시키가이샤 도시바","마사루 호리, 히로유키 야노, 케이지 호리오카, 하루오 오카노",1991-01-22,1992-01-22,1996-01-05,1996-01-05,https://patents.google.com/patent/KR960000372B1/ko,
KR-20110134885-A,Organic electroluminescent element ,신닛테츠가가쿠 가부시키가이샤,"카즈토 시라이시, 타카유키 시미즈, 토루 아사리, 카즈아키 요시무라, 야스시 코이시카와, 히로유키 하야시다",2009-02-27,2010-02-18,2011-12-15,,https://patents.google.com/patent/KR20110134885A/en,https://patentimages.storage.googleapis.com/e0/0f/e6/70d8ed28b062ac/pct00018.png
KR-20140037210-A,Culture media for stem cells ,코닌클리즈케 네덜란드세 아카데미 반 베텐샤펜,"조아네스 카롤루스 클레버스, 토시로 사토, 메리트셀 후치 올테가, 와우터 리차드 칼타우스",2011-06-10,2012-06-11,2014-03-26,,https://patents.google.com/patent/KR20140037210A/en,https://patentimages.storage.googleapis.com/d0/22/90/7a396086969e67/pct00002.png
KR-101184104-B1,Fibers and non-wovens prepared with propylene-based elastomers ,엑손모빌 케미칼 패턴츠 인코포레이티드,"브루스 앨런 해링톤, 스미타 켁커, 베트카브 라자고팔란 에스워란",2007-11-09,2008-10-17,2012-09-18,2012-09-18,https://patents.google.com/patent/KR101184104B1/en,
KR-101564182-B1,Method and etching gas for etching silicon-containing films ,레르 리키드 쏘시에떼 아노님 뿌르 레？드  에렉스뿔라따시옹 데 프로세데 조르즈 클로드,"커티스 앤더슨, 라훌 굽타, 뱅상 엠 오마르지, 네이슨 스태포드, 크리스티앙 뒤사라",2012-10-30,2013-10-30,2015-10-28,2015-10-28,https://patents.google.com/patent/KR101564182B1/en,https://patentimages.storage.googleapis.com/66/f6/1b/d43945471ce7e3/112014053006575-pct00081.png
KR-101027635-B1,Electroluminescent device ,시바 홀딩 인크,"조나단 로저스, 크리스티나 바르돈, 빠뜨리스 뷔야르, 토마스 쉐퍼",2002-10-30,2003-10-21,2011-04-07,2011-04-07,https://patents.google.com/patent/KR101027635B1/en,
KR-20170082628-A,"(s)-n-(5-((r)-2-(2,5-디플루오로페닐)-피롤리딘-1-일)-피라졸로[1,5-a]피리미딘-3-일)-3-히드록시피롤리딘-1-카르복스아미드 히드로겐 술페이트의 결정질 형태 ",어레이 바이오파마 인크.,"알리샤 비. 아리고, 데릭 젱스트, 칼리드 샤",2014-11-16,2015-11-16,2017-07-14,,https://patents.google.com/patent/KR20170082628A/ko,https://patentimages.storage.googleapis.com/38/87/f1/3795af4331bd01/pct00047.png
KR-100508296-B1,"Circuit board, electrooptical device and electronic appliances ",세이코 엡슨 가부시키가이샤,미야자와다카시,2002-02-01,2003-01-30,2005-08-17,2005-08-17,https://patents.google.com/patent/KR100508296B1/en,
KR-100232241-B1,열가소성 차단 수지로서의 하이드록시-작용성 폴리(아미드 에테르)중합체 및 이의 제조방법 ,"그레이스 스티븐 에스., 더 다우 케미칼 컴퍼니","죠셉. 브렌난 데이비드, 유진 화이트 제리",1991-06-06,1992-05-05,1999-12-01,1999-12-01,https://patents.google.com/patent/KR100232241B1/ko,
KR-20000053346-A,Process for the preparation of benzyl-ethers ,"스체켈리, 이스트반, 아그로-케미 뇌베니베도스처 기아르토 에르테케시토 에스 포르갈마초 케이에프티","게자 아르바이, 벨라 베르톡, 즈수즈산나 쿠루크즈네리바이, 라스즐로 팝, 이스트반 스제켈리",1996-11-18,1997-11-12,2000-08-25,,https://patents.google.com/patent/KR20000053346A/en,
KR-19990071597-A,Quinoline derivative ,"파올로 비지, 엔리꼬 카쭐라니, 스미스클라인 비참 에스.피.에이.","쥬제페 아르날도 마리아 지아르디나, 마리오 그루그니, 루카 프란세스코 라베글리아, 카를로 파리노",1995-11-24,1996-11-22,1999-09-27,,https://patents.google.com/patent/KR19990071597A/en,
KR-910011859-A,The nitrogen-containing spiro cycle ,"제임스 에프. 너턴, 머크 앤드 캄파니, 인코포레이티드","제이. 발드윈 죤, 에이. 클레어몬 데이비드, 앰. 엘리어트 제이슨, 에스. 폰티셀로 제랄드, 씨. 레미 데이비드, 지. 셀니크 해롤드",1989-12-08,1990-12-07,1991-08-07,,https://patents.google.com/patent/KR910011859A/en,
KR-100968678-B1,Synthesis of metal compounds useful as cathode active materials ,"발렌스 테크놀로지, 인코포레이티드","밍 동, 제레미 바커, 야지드 엠. 세디, 제프리 스워여",2002-05-17,2003-05-06,2010-07-06,2010-07-06,https://patents.google.com/patent/KR100968678B1/en,
KR-20110125733-A,Stereoscopic image display and driving method thereof ,엘지디스플레이 주식회사,정성민,2010-05-14,2010-05-14,2011-11-22,,https://patents.google.com/patent/KR20110125733A/en,https://patentimages.storage.googleapis.com/a3/49/b8/75d98c3b50a6c6/pat00018.png
KR-20090115142-A,"Early mesoderm cells, a stable population of mesendoderm cells that has utility for generation of endoderm and mesoderm lineages and multipotent migratory cells(mmc) ","유니버시티 오브 조지아 리서치 파운데이션, 인코포레이티드","스티븐 달튼, 데이비드 레이놀즈",2007-01-30,2008-01-30,2009-11-04,,https://patents.google.com/patent/KR20090115142A/en,https://patentimages.storage.googleapis.com/98/57/f5/3a688fa8687966/112009049180870-PCT00001.png
KR-20050052501-A,"Pyrazolo[3,4-b]pyridine compounds, and their use as phosphodiesterase inhibitors ",글락소 그룹 리미티드,"데이비드 조지 알렌, 다이안 메리 코에, 캐롤라인 메리 쿡, 마이클 데니스 도울, 크리스토퍼 데이비드 에드린, 줄리에 니콜 햄브린, 마틴 레드패쓰 존슨, 폴 스펜서 존스, 리챠드 그레이엄 노우레스, 미카 크리스티안 린드발, 샬로테 제인 미첼, 엘리손 주디쓰 레드그레이브, 피터 워드",2002-09-16,2003-09-12,2005-06-02,,https://patents.google.com/patent/KR20050052501A/en,
KR-20010022318-A,인돌유도체및이의ｍｃｐ-1길항물질로서의용도 ,"돈 리사 로얄, 제네카 리미티드","바커안드루존, 케틀제이슨그란트, 파울알란웰링톤",1997-08-07,1998-08-04,2001-03-15,,https://patents.google.com/patent/KR20010022318A/ko,
KR-101654073-B1,아자아다만탄 유도체 및 니코틴성 아세틸콜린 수용체 리간드로서의 이의 용도 ,애브비 바하마스 리미티드,"마이클 알 쉬림프, 다이아나 엘 널스시안, 케빈 비 시피, 졘궈 지, ?캇? 지, 타오 리, 마르크 스카니오, 레이 스, 츠-훙 리, 윌리암 에이치 버넬, 제프 지.제이. 장, 폴 제이 브랙마이어, 솽 천, 로저 에프 헨리",2006-11-06,2007-11-06,2016-09-05,2016-09-05,https://patents.google.com/patent/KR101654073B1/ko,https://patentimages.storage.googleapis.com/53/ec/6a/f5d9c042af214f/112015024201122-pat00048.png
KR-100619547-B1,"Transparent conductive film, transparent conductive sheet and touchpanel ",토요 보세키 가부시기가이샤,"오야토시유키, 모리하라요시하루, 이토가추야, 쿠라하라순지, 나가하마히로유키, 세이치로요코야마",2000-03-28,2001-03-28,2006-09-05,2006-09-05,https://patents.google.com/patent/KR100619547B1/en,https://patentimages.storage.googleapis.com/4c/16/be/5cbd9d1eb50917/112001006944389-pat00001.png
KR-20110050427-A,Ｅｕｖ 리소그래피용 반사형 마스크 블랭크 및 ｅｕｖ 리소그래피용 반사형 마스크 ,아사히 가라스 가부시키가이샤,"겐 에비하라, 도시유키 우노, 가즈유키 하야시",2008-07-14,2009-07-10,2011-05-13,,https://patents.google.com/patent/KR20110050427A/ko,https://patentimages.storage.googleapis.com/2d/7a/cb/42658f75788a20/pct00001.png
KR-101453128-B1,유기 전기발광 소자용 재료 및 그것을 이용한 유기 전기발광 소자 ,이데미쓰 고산 가부시키가이샤,"도시히로 이와쿠마, 준 엔도, 마사키 누마타, 게니치 후쿠오카",2007-07-10,2007-11-21,2014-10-27,2014-10-27,https://patents.google.com/patent/KR101453128B1/ko,
KR-20060052775-A,4-arylamino-quinazolines as activators of caspases and inducers of apoptosis ,"미리어드 제네틱스, 인크., 시토비아 인크.","존 에이 드루, 존 만프레디, 비제이 베이치월, 리나 보이트, 닐란타 수다쓰 시리소마, 쑹춘 장, 훙 장, 쑤이 슝 차이, 사일라자 카시바틀라, 아즈라 퍼빈, 크리스 플레이맨",2003-07-03,2004-07-06,2006-05-19,,https://patents.google.com/patent/KR20060052775A/en,https://patentimages.storage.googleapis.com/2e/76/32/0fd6cbe32a7303/112006000381091-PCT00226.png
KR-20150126783-A,저-산화 플라즈마-지원 공정 ,에이에스엠 아이피 홀딩 비.브이.,"류 나카노, 나오키 이노우에, 쿠니토시 남바",2014-05-02,2015-04-30,2015-11-13,,https://patents.google.com/patent/KR20150126783A/ko,https://patentimages.storage.googleapis.com/54/65/73/0cee1be594b05c/pat00001.png
KR-20080079625-A,Plasma enhanced cyclic chemical vapor deposition of silicon-containing films ,"에어 프로덕츠 앤드 케미칼스, 인코오포레이티드","토마스 리챠드 가프네이, 진지앙 레이, 하레쉬 쓰리단담, 만차오 지아오, 유진 조셉 주니어 칼왁키",2007-02-27,2008-02-27,2008-09-01,,https://patents.google.com/patent/KR20080079625A/en,https://patentimages.storage.googleapis.com/f5/41/82/8f3703bb488194/112008014396386-PAT00005.png
KR-20080028940-A,Improved amino acid and metabolite biosynthesis ,마이크로비아 인코포레이티드,"리드 도텐, 케빈 티. 마덴, 미카엘 제이. 왈브리지, 피터 에스. 요르게이",2005-06-17,2006-06-19,2008-04-02,,https://patents.google.com/patent/KR20080028940A/en,https://patentimages.storage.googleapis.com/79/16/43/e94f58b1b8f433/112008004036746-PCT00001.png
KR-100808276-B1,변색성을 가진 티탄 함유 간섭 안료 및 호일 ,"플렉스 프로덕츠, 인코포레이티드","랙사블래디미르, 레갈리샬럿알., 아고이티아알베르토, 콜맨폴티., 필립스로저더블유.",2000-10-10,2001-06-27,2008-02-29,2008-02-29,https://patents.google.com/patent/KR100808276B1/ko,https://patentimages.storage.googleapis.com/e4/ae/64/0957b76cf4df3a/112003012481564-pct00002.png
KR-20050088170-A,Adamantyl acetamides as 11-beta hydroxysteroid dehydrogenase inhibitors ,얀센 파마슈티카 엔.브이.,"요아네스 테오도루스 마리아 린데르스, 구스타아프 헨리 마리아 윌렘센스, 로날두스 아르노두스 헨드리카 요세프 길리센, 크리스토프 프랜시스 로버트 네스토르 바이크, 그레타 콘스탄티아 피터 반후프, 데르 베켄 루이스 요세프 엘리자베쓰 반, 리부세 자로스코바",2002-12-23,2003-12-16,2005-09-02,,https://patents.google.com/patent/KR20050088170A/en,
KR-20040095599-A,Method of dry-etching a multi-layer film material ,가부시끼가이샤 르네사스 테크놀로지,카와이켄지,2003-05-07,2003-12-17,2004-11-15,,https://patents.google.com/patent/KR20040095599A/en,
KR-100376075-B1,Therapeutic Compounds ,더 웰컴 파운데이션 리미티드,"스탠리 다우즈 챔버래인, 죠지 월터 코잘카",1994-07-07,1995-07-06,2004-02-18,2004-02-18,https://patents.google.com/patent/KR100376075B1/en,
KR-100589744-B1,구성가능한 프로세서를 설계하기 위한 자동화된 프로세서생성 시스템 및 방법 ,텐실리카 인코포레이티드,"곤잘레스리카도이., 굳윈데이비드더블유, 루델리차드, 리히텐스타인월터디., 메디나마린스피., 메이단드로르이., 바타차리야누푸르, 송어크리스토퍼엠., 스리니바산랭가라잔, 왕알버트알., 코나스파블로스, 킬리안얼에이., 파라메스워아킬레쉬",2000-02-17,2001-02-15,2006-06-15,2006-06-15,https://patents.google.com/patent/KR100589744B1/ko,https://patentimages.storage.googleapis.com/bc/6f/ef/6b7ce6b3855f09/112002026181936-pct00319.png
KR-20090007564-A,Extracts and methods comprising curcuma species ,허발사이언스 싱가포르 피티이 리미티드,"댄 리, 로버트 티. 고우, 조지 더블유. 사이퍼트, 에이치. 브록 맨빌, 랜들 에스. 알버트",2006-03-17,2007-03-16,2009-01-19,,https://patents.google.com/patent/KR20090007564A/en,https://patentimages.storage.googleapis.com/35/e9/3b/f82b0c3dbda888/112008072397572-PCT00025.png
KR-20130116358-A,Heterocyclic compounds as pi3 kinase inhibitors ,에프. 호프만-라 로슈 아게,"로버트 힐드, 스티븐 프라이스, 브라이언 사피나, 파스칼 피에르 알렉산더 사비, 에일린 엠 세워드, 다니엘 피 수더린, 보단 와즈코이즈",2011-02-09,2012-02-08,2013-10-23,,https://patents.google.com/patent/KR20130116358A/en,
KR-20120076314-A,새로운 화합물 및 이를 이용한 유기 발광 소자 ,주식회사 엘지화학,"김공겸, 김성소, 김연환, 박태윤, 장혜영, 허정오, 홍성길",2010-12-29,2011-12-27,2012-07-09,,https://patents.google.com/patent/KR20120076314A/ko,https://patentimages.storage.googleapis.com/a3/c4/35/2ff62aa33ebfbe/pat00037.png
KR-100904606-B1,신규한 발광 조성물 및 그의 용도 ,"막스뎀 인코포레이티드, 히다치 가세고교 가부시끼가이샤","사토유키 노무라, 용챠오 리앙, 마슈 엘 3세 마롯코, 요시이 모리시타, 파샤드 제이 모타메디, 리생 왕, 요시히로 츠다, 세이지 타이",2004-10-15,2005-10-14,2009-06-25,2009-06-25,https://patents.google.com/patent/KR100904606B1/ko,
KR-100895167-B1,글루타메이트 수용체의 증강제 ,일라이 릴리 앤드 캄파니,"토드 마이클 그뢴디케, 프레드릭 페어 맘세이터, 니콜라스 앤드류 매그너스, 제프리 마이클 쉬커얀츠, 토마스 다니엘 아이커, 길레르모 에스. 코르테즈, 제임스 앨런 크노벨스도르프, 앨버트 킬레비치, 토니 피살 탱",2004-11-22,2005-11-15,2009-05-04,2009-05-04,https://patents.google.com/patent/KR100895167B1/ko,
KR-20100080811-A,가동 접점용 은 피복 복합 재료 및 그의 제조 방법 ,후루카와 덴키 고교 가부시키가이샤,"나오후미 도꾸하라, 마사또 오노, 다께오 우노",2007-09-26,2008-09-25,2010-07-12,,https://patents.google.com/patent/KR20100080811A/ko,https://patentimages.storage.googleapis.com/95/0f/d7/1e39b0401c3f32/pct00010.png
KR-20050048692-A,Ac-dc power converter having high input power factor and low harmonic distortion ,어드밴스드 파워 테크놀로지 인코포레이티드,"비벡 아가르왈, 빅토르 프린스 선다르싱, 세르쥬 봉땅, 알랭 깔멜",2002-10-21,2003-10-20,2005-05-24,,https://patents.google.com/patent/KR20050048692A/en,
KR-20110029115-A,Carbon nano-film reversible resistance-switchable elements and methods of forming the same ,쌘디스크 3디 엘엘씨,"유바오 리, 에이프럴 디. 슈릭커",2008-05-16,2009-05-15,2011-03-22,,https://patents.google.com/patent/KR20110029115A/en,https://patentimages.storage.googleapis.com/28/7b/19/9cb4890d242db9/pct00001.png
KR-20110102455-A,감마 세크레타제 조절제로서의 치환된 비사이클릭 이미다졸 유도체 ,오르토-맥닐-얀센 파마슈티칼스 인코포레이티드,"헨리쿠스 야코부스 마리아 기즈센, 그레고 제임스 맥도날드, 브란트 스벤 프란시스커스 안나 밴, 디디에 쟝-클로드 베르텔로, 프랑수아 파울 비쇼프, 안드레스 아벨리노 트라반코-수아레즈, 게리 존 트레사던",2008-12-18,2009-12-16,2011-09-16,,https://patents.google.com/patent/KR20110102455A/ko,
KR-100581257-B1,"압전소자, 잉크젯헤드, 각속도센서 및 이들의 제조방법,그리고 잉크젯방식 기록장치 ",마쯔시다덴기산교 가부시키가이샤,"다카야마료이치, 도리이히데오, 도모자와아츠시, 무라타아키코, 후지이에이지, 히라사와타쿠",2001-12-18,2002-12-12,2006-05-22,2006-05-22,https://patents.google.com/patent/KR100581257B1/ko,https://patentimages.storage.googleapis.com/af/cd/8e/8509bbbddd80de/112003032541327-pct00001.png
KR-101258504-B1,Inhibitors of histone deacetylase ,메틸진 인코포레이티드,"다니엘 델로미, 아카디 바이스버그, 오스카 모라데이, 실바나 레이트, 스테판 레펠, 실비 프리체트, 길리안 보우체인, 지홍 조우, 이사벨 파퀸, 프리데릭 가우데트, 뤼보미어 이사코빅",2004-03-26,2005-03-29,2013-04-26,2013-04-26,https://patents.google.com/patent/KR101258504B1/en,
KR-100191850-B1,플라즈마 화학 증착을 사용하여 불화 실리콘 산화물 유전층의 형성 방법 ,"패트릭 제이. 브래디; 더블유. 케이쓰 케네디, 와트킨스-존슨 컴파니","링퀴안 퀴안, 멜빈 씨. 슈미트, 글렌 엘. 노빙거",1995-02-10,1996-02-05,1999-06-15,1999-06-15,https://patents.google.com/patent/KR100191850B1/ko,
KR-20050026534-A,Method for preparing fused oxazinones from ortho-amino aromatic carboxylic acid and a carboxylic acid in the presence of a sulfonyl chloride and pyridine ,이 아이 듀폰 디 네모아 앤드 캄파니,에릭 데귀용 테일러,2002-07-31,2003-07-29,2005-03-15,,https://patents.google.com/patent/KR20050026534A/en,
KR-890004880-B1,Method and device for sputtering ,"미쓰다 가쓰시게, 가부시기가이샤 히다찌세이사꾸쇼","히로시 사이도우, 히테기 다테이시, 히테오 고바야시, 스스무 아이우지, 야스미지 스즈기, 마사오 사가다, 히데아기 사마무라, 즈네마기 가메이",1983-12-26,1984-12-20,1989-11-30,1989-11-30,https://patents.google.com/patent/KR890004880B1/en,https://patentimages.storage.googleapis.com/af/d5/16/0349f5c5337979/kpo00001.png
KR-100394761-B1,Heteroaromatic bicyclic derivative ,후지사와 야꾸힝 고교 가부시키가이샤,"노리히코 시마자키, 신야 와타나베, 아키히코 사와다, 게이찌 헤미",1994-07-11,1995-07-10,2003-11-20,2003-11-20,https://patents.google.com/patent/KR100394761B1/en,
KR-101308341-B1,Material for organic electroluminescent device and organic electroluminescent device ,이데미쓰 고산 가부시키가이샤,"히로노부 모리시따, 치시오 호소까와, 히사유끼 가와무라",2005-12-27,2006-12-22,2013-09-17,2013-09-17,https://patents.google.com/patent/KR101308341B1/en,https://patentimages.storage.googleapis.com/cb/fe/e3/f18c2804e7d933/112008045986059-pct00034.png
KR-100970906-B1,"Epoxy resin composition, hardening product thereof, novel epoxy resin, novel phenolic resin and semiconductor sealing material ",디아이씨 가부시끼가이샤,"구니히로 모리나가, 가즈오 아리타, 이치로우 오구라",2006-02-28,2006-11-10,2010-07-20,2010-07-20,https://patents.google.com/patent/KR100970906B1/en,https://patentimages.storage.googleapis.com/5f/19/0c/38f0391d835aca/112008061092055-pct00035.png
KR-100627949-B1,카본나노섬유의 제조방법과 카본나노섬유 ,후다바 덴시 고교 가부시키가이샤,"다키카와히로후미, 이토시게오",2002-01-08,2003-01-07,2006-09-22,2006-09-22,https://patents.google.com/patent/KR100627949B1/ko,https://patentimages.storage.googleapis.com/2d/38/3b/cc5ac3c9dd2fd4/112003000431229-pat00002.png
KR-100420286-B1,A method of manufacturing a semiconductor device ,소니 가부시끼 가이샤,히로후미 스미,1995-11-13,1996-11-11,2004-05-17,2004-05-17,https://patents.google.com/patent/KR100420286B1/en,
